tweet,label,
 Indian box office history will be re-written on this Friday..A biggest ever day 1 collection is on cards (in All Langu…,1,
" #Bahubali2 this year #Robot2 Next year. Hattss off to the producer of Robot2 
They never think like #Bollywood.
#South…",0,
"Would like to see #Bahubali2 as India's first 1000 cr movie
Pride of TFI

Best wishes from #Spyder fans",1,
#Bahubali2 releases this Friday. Which means I'll have to find out if there are any showings around me. I can't wait to watch it!,1,
" So if you want to pre-book Bahubali 2 tickets for IMAX Noida, PVR is only asking for Rs 1,500 per ticket #robbery #Bahubali2",0,
" #BahubaliTheConclusion (Tamil) BOOKINGS OPEN. Book your tickets at @justickets 

#Bahubali2 from APRIL 28 https://t.co…",0,
" Becoming Hotter Day by Day
#Bahubali2  #Bahubali  #BahubaliTheConclusion https://t.co/kVuFbND5By",1,
 Easily it would be 1 of the best installs n chennai!Await until #Bahubali2 to get to experience world class Atmos upgr…,1,
" Prabhas's #Saaho : Teaser from April 28 along with #Bahubali2  

Trilingual - Tamil, Telugu, Hindi. https://t.co/eeM56alQ…",0,
#Bahubali2 @ssrajamouli Be united!! Don't release any south Indian movie in Karnataka. Protest will automatically stop..,0,
"#Bahubali2 From April 28
@ssrajamouli @arkamediaworks @KProductionsInd @srigreen_pro @ThenandalFilms… https://t.co/JlJMOQ5UGw",0,
#Bahubali2  the hindi version is the biggest version release at ireland over 18 locations https://t.co/V2LU3o63AD,0,
" #Bahubali2 is expected to get a opening of 5cr+ in #KeralaBoxoffice
Releasing in 315+ screens! 
Unbelievable Crazeness for t…",1,
Records started #Bahubali2 .... https://t.co/aHhXg2gKgs,0,
Exclusive Pics from #Bahubali2 press meet which is going on at #Kochi @tamannaahspeaks @gumediacompany… https://t.co/jPsrr2Fpok,0,
"Vote #Thalapathy61 
Share poll max

#Ilayathalapathy #vijay #Vijay61 #Bahubali2 #BahubaliTheConclusion #Spyder… https://t.co/gmXVrlejR4",0,
" #Bahubali2 film unit met #Telangana Govt asking to give spl permission for screening of the movie, got permission for 5…",0,
"#Bahubali2 is expected to get a opening of 5cr+ in #KeralaBoxoffice
Releasing in 315+ screens! 
Unbelievable Crazeness for tickets!",1,
" Watch - https://t.co/aONot6SB8O

#duvvadajagannadham #AlluArjun #dj #ramcharan #PSPK25 #baahubali2 #Bahubali2 #JaiLavakusa #…",0,
 #Bahubali2 expect record collections of all to be rewritten and the film is said to take a ALL TIME PHENOMENAL VERY HUG…,1,
Who is biggest star in India #Vivegam #Thalapathy61 #AjithKumar #Spyder #Mahesh23FLDay  #Thala58 #Pawan #KatamaRayudu #Bahubali2 #Saaho,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/ATyrXWKp45,1,
" Kurnool city 
#Bahubali2  
Day1 Estimated 
Gross 75 to 80 lakhs 
1st Week 2cr+++
Never Before 
#LeaderOfIndianFilmHistory…",0,
"1350 votes
#2point0 - 36%
#Thalapathy61 -35%
#Vivegam -20%
#Bahubali2 -9%

Make it big
#Rajinikanth #vijay #Vijay61… https://t.co/5sFHUDto88",0,
"finally got #Bahubali2 tickets ����
�️�️�️�️ #BahubaliTheConclusion",1,
"Watch -- https://t.co/Sw4M2IEFKP

#Prabhas19 #Saaho #Prabhas #PrabhasSaaho #baahubali2 #Bahubali2 #SaahoreBaahubali… https://t.co/jS9NPLnIux",0,
"Last 30mins #Thalapathy61 need 150 votes spread max 
#Vijay61 #Vijay #Bahubali2 #maheshbabu #Spyder… https://t.co/223zGFKPRJ",0,
" #Baahubali2 release date posters 

#BaahubaliTheConclusion #Bahubali2 #BahubaliTheConclusion #SSrajamouli https://t.co/mYR2ox…",1,
"Watch -- https://t.co/BYbY70DK37

#baahubali2 #Bahubali2 #Prabhas #ranadaggubati #Saaho #Prabhas19 #JaiLavakusa… https://t.co/1xgDeCSNnA",0,
 How did @ssrajamouli even think of the 'elephant lifting bow' scene? #stunned #Bahubali2 #elephantcarriesbow,1,
Are you ready to watch #Bahubali2 as the greatest mystery unfolds?Book tickets at #Palazzo &amp,1,
"Vote #2point0 - 38% 
#Thalapathy61 - 35%
Vote and share
#Vijay61 #Ilayathalapathy #Vijay #Rajinikanth #thala… https://t.co/G0DXbfpzOR",0,
"#Bahubali2 Rumors : 
Why Kattapa killed bahubali ??

Kattapa is twin and the twin kattapa faked the real kattappa betrayed n killed bahubali",0,
" #Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc
@ssrajamouli…",0,
 #Bahubali2 will be screened five shows daily in all theatres across #Telangana @NewIndianXpress,0,
#Bahubali2 Day1 #kkd city above 90+ lks  Day1 ee top10 lo untadi  Juz #SSR things,0,
Friends I got it Bahubali2 ticket https://t.co/RKDsUroKuW,1,
"Watch -- https://t.co/0LaOJpSGZP

#JaiLavakusa #ntr27 #pawan #NBK101 #NBK #PSPK25 #Baahubali2 #Bahubali2 #Spyder… https://t.co/UGkGggS5E6",0,
" My Predictions For #Bahubali2 (All Language) Are
60-65Cr (Gross)1st Day
250-275Cr (Nett) Week
400-430Cr (Nett) Lifetim…",0,
"1am ,4am shows tho all most 90% bahubali 1 53l record out in bhimavaram 
Expecting gross 1.2 cr from day 1 #Bahubali2 
#Bhimavaram",1,
#Baahubali first day kearla gross is 50 lalhs and overall run gross is 14.55 croes #Bahubali2 gross will be MUCH MUCH more than that,0,
Who is More craze in India #Mahesh23  #SPYderFirstLook #Pawan #KatamaRayudu #JaiLavakusa #Bahubali2 #Sahoo #IPL2017,0,
"#Bahubali2 reservation started movie from 28th April

#bahubali #BahubaliTheConclusion #prabhas https://t.co/SKCJZeLV5f",0,
Worst distribution in banglore #Bahubali2 till now only 2 theatre opened bookings � @ssrajamouli @Shobu_,0,
Any info about #Bahubali2 premier show tickets in #Tirupati??,1,
"New video by @DrrrSanket #Bahubali2 #shootingkarrahahoon 
https://t.co/rlKCTaQ6Ms",0,
 #Bahubali2  Is gonna release in 5 locations at Holland and the bookings are open up already https://t.co/Kyjo33Ov34,1,
@AllYGirL85 Heard #Bahubali2 team booked him for fdfs celebrations https://t.co/PY9LcO82L7,0,
World Of #Bahubali2 Press Meet Photos1...,1,
"#Bahubali2 must  be released.
please dont #stop it.
#sarathkumar 
#Bahubali2trailer 
#prabhas 
#Rana",1,
 Spot #Kejriwal contest! Whoever spots correctly wins direct nomination to #MCDelections2017 #Delhi #भाजपा_फ़िर_से #MIvKKR #…,0,
"#Saaho #Prabhas19Title 
teaser on 28th screaning with #Bahubali2 movie https://t.co/6Kxz8g2L4C",0,
#BaahubaliTheConclusion #Bahubali2  @ssrajamouli @Anushka_ASF @PrabhasRaju @tamannaahspeaks #WKKB 28th release ����… https://t.co/38fefu5wo8,0,
"#Bahubali2 from April 28 
@ssrajamouli @arkamediaworks @Me_Prabhas @Anushka_ASF @RanaDaggubati @tamannaahspeaks… https://t.co/d2DK7SvYcj",0,
Bahubali2 Tickets Booking Opens In Book My Show ! Trending videos on you... https://t.co/XK5TK6ngPp via @YouTube,1,
"Vote #Thalapathy61 � #2point0 #Vivegam #Bahubali2 
Spread max
#maheshbabu #Spyder #pspk #PSPK25 
#ntr27 #tollywood… https://t.co/AgJmvfUZdC",0,
"Proud moment for #TeamKickstart to be associated with the most awaited movie of the season, #Bahubali2. Keep... https://t.co/BZfRpufdWA",0,
" My take on the whole #Bahubali2 issue and an attempt to expose the powerful KFI lobby which is firmly opposed to dubbing
cc:@r…",0,
"#Prabhas19 Titled as  #SAHOO
TEASER ON 28th Along with #Bahubali2 in Theatres�",0,
Prabhas Special Interview about Bahubali2 https://t.co/n9KSjV256X,0,
"I change my profile Pic for Today to 6th may,Then should I change my profile pic,of Bahubali2 poster @sakshijoshi85 @chitraaum @KavitaSarla",0,
" No one can match #SSRajamouli when it comes to showcasing heroism.

#Baahubali2 #Bahubali2 #prabhas #BaahubaliTheConclusion h…",0,
#Bahubali2 releasing 28 April will break all box office records of Indian Film Industry. Collections may touch Rs.400 Crores in first week.,1,
@porinju Hi Porinju Bahubali2 is coming next week.We are expecting same ur stocks,0,
" #Bahubali2 

Show Timings 

#6DaysForBahubali2 https://t.co/RQXDxe4ZqC",0,
" #Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://…",0,
"Stay tuned for more updates...!!!

#Bahubali2 #IMAX #Cinepolis https://t.co/yw9DowExGX",0,
"World 's first review of #BahuBali2 exclusive on https://t.co/3dyPYuJ1Mi by @itsCriticBrain , stay tuned",0,
@VettriTheatres  Valthukkal Bro... Massive Hit this Year #Bahubali2,1,
"Q.2 unlocked! �
Hurry, Answer and don't forget to keep listening to #Bahubali2 on #JioMusic to win! https://t.co/iHK8Jb67xV",0,
" What will be the Worldwide Collections of Bahubali 2

#Bahubali2 #Bahubali #BahubaliTheConclusion 
#Prabhas #Tamannaah #A…",1,
" Excited to see #Bahubali2 Coming Friday MeanWhile Poster Design by Me 
@ssrajamouli #TamannaahBhatia #Anushka #Satyara…",1,
 Kannada activist groups to ban #Bahubali2 in KA state as Sathyaraj spoke harshly against Kannada sentiments during 2016 c…,0,
The box office is too dry now for indian film dont worry soon a indian film #Bahubali2 will come at the box office and create phenomemal,1,
" #Prabhas19Title 
#5DaysToBaahubali2 
#2MillionViewsforSaahoreBahubali 
#Bahubali2 #Bahubali2TheConclusion 
There r so Many l…",0,
 Purely EPIC !! �� #Bahubali2 https://t.co/2oXFsuf0qo,1,
@bookmyshow theatres evi ra #Bahubali2 #Hyderabad,0,
@tamannaahspeaks ...#TAMU all the best for #Bahubali2..hope you will steal our hearts yet another time...,1,
"#Ongole #Bahubali2 
Sathyam BS tickets 
#SaahoreBaahubali � https://t.co/nWsgghz4rr",0,
"Best adventure,  directed seen in #baahubali2 #bahubali @ssrajamouli 

Eagerly waiting for #bahubali2 the conclution https://t.co/trkjzzKukr",1,
"Watch -- https://t.co/awsMdsJwcO

#kerala #Mollywood #baahubali2 #Bahubali2 #Prabhas #ranadaggubati #Saaho… https://t.co/fLXTditWWz",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/khNtxw8x1v,0,
" 7 days more ..The Queen #devasena #Bahubali2 ���
 #AnushkaShetty #anushkashetty #sweety #Sweety #anushka #Anushka http…",0,
"In terms of music quality, innovation, original scores, bgms...Who among the below u think is best in #TFI #Bahubali2 #Spyder #PSPK25",0,
" Best Tollywood Actor ��
(1/2)

#Spyder #pk25 #ntr27 #Bahubali2 #JaiLavakusa #2Point0 #Mahesh23 #Bahubali #DJ23rdJune #duvva…",0,
#baahubali2 Movie Five Shows Per Day In #Telangana | #Bahubali2  Shows | #Prabhas | #Rajamouli  https://t.co/HvVCjWKFqE,0,
#Bahubali2 1000Cr on the Cards - @vatsann,1,
"Top TN theatrical rights! 

2.O - 60Cr
#Thalapathy61 - 52Cr 
#Bahubali2 - 46Cr 
#TSK - 40Cr
#Velaikaran - 38Cr
#Vivegam - 36Cr",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/TCo90atIJE,0,
@RGVzoomin @ssrajamouli Take some tips from him@rgvzooMin..he is King@ssrajamouli...#Bahubali2,0,
@SalmanAabdi @taran_adarshh #Bahubali2 brand value is more than #Tubelight,1,
"#Bahubali2 From April 28
@ssrajamouli @arkamediaworks @KProductionsInd @srigreen_pro @ThenandalFilms… https://t.co/OLRgpe0V9y",0,
 #Bahubali2 50 plus theatres have even 6am plus shows for the film at kearla and its confirmed already,0,
"@Bahubali_2  wait just 4 day left 

Wannabe see can't be wait ��

#Bahubali2 #Instagram",1,
@pavan1230 @KTRTRS @Shobu_ Andhra velli chusi ravadem better anukuntuna benfit shows and 6 shows... #Bahubali2 pride telugu movie,0,
As of now all BS are sold out in seconds #Bahubali2 Bangalore,1,
4 days 2 go #Bahubali2,1,
Disappointed with 15+ condition in Dubai to watch #Bahubali2.,1,
Finally #Bahubali2 Bengaluru booking started ���,1,
"Synonym for Cute ��

#SpyderMassiveWorkingStills #Pk25 #Jailavakusa #DJ23rdJune #Bahubali2 #4DaysToBaahubali2 #Kajal #Nisha #Samantha",0,
@FilmyCurry @contestmantra @india4contests Done Team. #Bahubali2WithFC #FilmyCurry #Bahubali2,0,
Just a few more days until #Bahubali2 hits theatres! I loved the first one :) https://t.co/AU6SKv652o #Bahubali #BahubaliTheConclusion,1,
" Have you pre-booked your Bahubali tickets? #Bahubali2 #BahubaliTheConclusion 
#Bahubali https://t.co/vVwQnPKFlx",1,
 @Vamsee_Shiva @DDNewsLive @DDNational #DREAMZGKFRAUD we can produce 5 #Bahubali2 movies with scam money..,0,
"#Bahubali2 Mysure booking arachakam 11 Telugu shows all most all shows full 1 Hindi show full ,Never before for a Telugu movie @ssrajamouli",1,
I liked a @YouTube video https://t.co/L40AyM6j1c Weapons Used In Bahubali2 Movie | Bahubali2 Working Stills | GARAM CHAI,1,
#Bahubali2 @ssrajamouli Karnataka theatre and multiplex are surviving only with other language movies!!,0,
#Baahubali2 Is The Biggest Release Ever In #Kerala | #Bahubali2 Movie | #Prabhas | #Rajamouli https://t.co/CfO31wjkZi,0,
4 days to go for #Bahubali2 . ap &amp,1,
" #Bahubali2 reservation started movie from 28th April

#bahubali #BahubaliTheConclusion #prabhas https://t.co/SKCJZeLV5f",0,
" King of box office ??
#Vivegam #Vivegamteaser #Thalapathy61 #thalapathy62 #2point0 #Ajith #Vijay #Mahesh24 #Spyder #SuchiLea…",0,
#Bahubali2 Balcony tickets in Urvashi costs 600/-��� https://t.co/FLH0iNvE0A,1,
" @ssrajamouli made #Magadheera in 2009..in 2016 it inspired #Mirzya n now #Raabta, where as the master arrives with #Bahubali2,…",0,
"Applying for leave be like. ��

#Bahubali2 #bahubali #BahubaliTheConclusion #Katappa https://t.co/SadrW1lwt3",0,
#Bahubali2 #Prabhas cannot wait https://t.co/K10P8j9sI8,1,
Baahubali 2: The Conclusion https://t.co/OmVuj262H1,0,
"@RanaDaggubati  @ssrajamouli Leave Application Approved�
#Bahubali2 #BahubaliTheConclusion https://t.co/QBaMwqzt9w",0,
"#Raja sensation comments on #MaheshBabu

https://t.co/EXNDOkUuJ9

Plz Follow--&gt;@PhotoNews26

#MaheshBabuUpdates #Mahesh23 #Spyder #Bahubali2",0,
How did @ssrajamouli even think of the 'elephant lifting bow' scene? #stunned #Bahubali2 #elephantcarriesbow,0,
It is difficult tamil films to get theatre now hindi films are competiting while all over are just giving way for #Bahubali2  says karthi,0,
" @sujeethsign with #Bahubali2 movie
what a treat for all of us����",1,
" 1am ,4am shows tho all most 90% bahubali 1 53l record out in bhimavaram 
Expecting gross 1.2 cr from day 1 #Bahubali2 
#Bhim…",1,
I liked a @YouTube video https://t.co/D9gBMhLMIX Bahubali2 Team Children Seen In Sahore Bahubali Song | Bahubali2 The Conclusion |,0,
"Guess our customer seems to know ""Kattappa ne Baahubali ko kyu mara!""
Make your own tee here:… https://t.co/U5rgJlhx9I",1,
"Watch -- https://t.co/HvVCjWKFqE

#baahubali2 #Bahubali2 #ranadaggubati #Prabhas #Saaho #Telangana #Spyder… https://t.co/MRF1Qsbq2x",0,
"You can't afford to miss this Action Packed Movie
Bahubali 2: The Conclusion 
Get Ready!!!
#bahubali2... https://t.co/2XPKyPMOKh",1,
" #Bahubali2WithFC contests start tomorrow. Follow all d rules &amp; be a lucky one 2 win tickets
#ContestAlert #BahubaliTheConcl…",0,
@karanjohar For another 500 cr.. #Bahubali2  hit m hit !!!!,0,
"Top 5 theatrical rights! 

2.O - 60Cr
#Thalapathy61 - 52Cr 
#Vivegam - 48Cr
#Bahubali2 - 46Cr 
#TSK - 40Cr
Followed by #Velaikaran - 38Cr",1,
 poster design of #baahubali2 @PrabhasRaju @PrabhaBaahubali @Me_Prabhas @nicepk4u @imrebelstar @prasad_darling #Bahubali…,0,
The darling star #Prabhas next will be #Saaho. Teaser out with #Bahubali2 https://t.co/1AnPe89Qpz,0,
"The World of Baahubali Press Meet Photos..https://t.co/Z9HAiw03au
\#Baahubali2 #bahubali2 #Prabhas #Anushka… https://t.co/iqEg7f13sA",0,
"@JioMusicHD  
A3) IS FIVE SONGS IN BAHUBALI 2 ALBUM

  #Bahubali2 #JioMusic .",0,
"@JioMusicHD @BuzzingTracks and 9 others
#Bahubali2 #JioMusic
3) Five",0,
 Surely after #Bahubali2 and #Sahoo teaser #Prabhas will be trending so great at the social media,0,
"#RebelStar #prabhas #Prabhas19 #Prabhas19Title #Saaho 
Teaser On 28th along with #Bahubali2 

Officially Confirmed�… https://t.co/T3sD7zdEAN",0,
" #SaahoreBaahubali
Every Indian is waiting for #Bahubali2 the movie of #prabhas and #Rajamouli 
https://t.co/i32bSxS82O",1,
Mny has been deducted a week ago but still no reply abt d tickets @CarnivalCine . Eagerly waiting for bahubali2.Give us our tckts ASAP.,1,
@ssrajamouli atleast one show of tamil version #Hyderabad please?? #bahubali2,1,
" #Bahubali2 ALL SET 4 AM show in URVASHI theatre, Bangalore.. ����

@AnilKumaKasina @urstruly_murali @nikesshh @Nikesh_Rox",1,
#baahubali2 2 Movie #HamsaNaava Song Teaser Date | #Bahubali2 Promo Songs | #Prabhas | #Anushka https://t.co/RUIPXWQGJ5,0,
"This is Sooo Cool ��
#Bahubali2 ka Fever is Actually High in Pune https://t.co/gJei1wkDAv",1,
" Cast of #Bahubali2 will be in #Dubai this week. Here's where you can meet @RanaDaggubati, Prabhas, #AnushkaShetty - https…",0,
@ImMKR @ssrajamouli Finally katappa saves bahubali2 release issue but we tamilians won't see your flims sir,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/nQqnc5LlKZ,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/ixFrWhKy7A,0,
" #Bahubali2 from April 28 
@ssrajamouli @arkamediaworks @Me_Prabhas @Anushka_ASF @RanaDaggubati @tamannaahspeaks @mmkeera…",0,
"1 week 4 da release of #BahubaliTheConclusion. Here's my review on #BahubaliTheBeginning. https://t.co/tAsO770PFI

#Bahubali2",0,
And I'm just waiting for its release #Bahubali #PrideofTeluguCinema #Bahubali2 @ Blackman… https://t.co/E1I5rZLGj9,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/UFQqlcVF9y,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/0k6Q20KBrw,0,
" Get ready for the big one - #BahubaliWithFC contest coming soon. Time to get free tickets.Are u guys ready ?
 #Bahubali2  #…",0,
"Magnificent ""Athirappilly Falls"" aka #Baahubali falls, beautiful #nature, #beautiful #Kerala. #India #Bahubali2… https://t.co/V9m2IGowmS",0,
#Bahubali2 fever in #UK @ssrajamouli @RanaDaggubati @tamannaahspeaks @Shobu_ https://t.co/gb1ODzCKfa,1,
"@CatchNews @BaahubaliMovie @SpiceSocial1 #Bahubali2 

A5).  Around 450 Crores....",0,
"BT NEWS #2 Official- Jio free,Airtel, Bahubali2,Bsnl,Moto c,iPhone 8, Snapchat,HindiRail, Creditcard: https://t.co/zep7GBRNmv via",0,
Book #Bahubali2 tickets at @TicketNew . Book here: https://t.co/hFLGqgA47w #Bahubali2 advance #Bahubali2 #Bahubali2… https://t.co/pn1f1hGDYV,0,
"#Prabhas next film is titled as #Saaho, The first look teaser will be screened along with #Bahubali2",0,
"#artist #art #shell #Bahubali2 #PrideofTeluguCinema #Bahubali @ Blackman Auditorium,… https://t.co/awim4yzNks",0,
"@FilmyCurry #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2 �

A1) 28th April,2017
A2) S.S. RAJAMOULI",0,
" #Bahubali2 Censor Certificate. 

Movie Running Time : 170 Mins 51 Seconds https://t.co/RfgXUm8q2R",0,
Check my funny video for team @BaahubaliMovie RT if you like my effort. � https://t.co/FJa36v2iMm Will watch #Bahubali2 Day 1. � #Baahubali2,1,
I liked a @YouTube video https://t.co/L6t8xCf8bj Baahubali 2 Expectations | Interesting Group Keen On Bahubali2? | Talkies Raja |,1,
Indian box office history will be re-written on this Friday..A biggest ever day 1 collection is on cards (in All Languages)... #Bahubali2,1,
poster design of #baahubali2 @PrabhasRaju @PrabhaBaahubali @Me_Prabhas @nicepk4u @imrebelstar @prasad_darling… https://t.co/Ngfzgi8IFB,0,
#prabhas #saho #firstlook Teaser will be screening with #Bahubali2 on 28th . https://t.co/udbXyw0qgp,0,
IMAX screens list and showtimes for the epic #Bahubali2 in USA https://t.co/o7pCJb7nPi,0,
" FILMY CONTEST begins! Win tickets to the movie!
#bahubali2 #devasena #bhallaladeva #Kartabed #buymattressonlline #winmovietic…",0,
"No matter what it is.
I'm with you Bhalla(@RanaDaggubati)�
I know it's Bahubali who started it. �
#Bahubali2",1,
" Top 5 theatrical rights! 

2.O - 60Cr
#Thalapathy61 - 52Cr 
#Vivegam - 48Cr
#Bahubali2 - 46Cr 
#TSK - 40Cr
Followed by…",0,
@trulypradeep Hey checkout my #Bahubali2 funny video. Open this tweet &amp,,
" Top 5 theatrical rights! 

2.O - 60Cr
#Thalapathy61 - 52Cr 
#Vivegam - 48Cr
#Bahubali2 - 46Cr 
#TSK - 40Cr
Followed by #Velai…",0,
"Today we saw this on Internet.

#ShadowofMordor #Bahubali2 

wrong on whom ?? Confused. @BaahubaliMovie https://t.co/D9lqyVv5XW",0,
#Bahubali2 bookings open at both @LaCinemas and @sonaminacinemas � 10 shows per day in each theater ☺�,0,
"Crazy crowd of photographers around Anushka, Rana, and Rajamouli. #Bahubali2 Game launch with #Oppo #SelfieExpert https://t.co/nYzaR7vhFr",1,
"Day 1 cr + gross vachhe one and only town Ap/tg
Bhimavaram #Bahubali2 
Benfit show 1am sold for 33.87lakhs 
Phenomenonial opening ..",0,
"Watch -- https://t.co/GvgV8r4Qnu

#baahubali2 #Bahubali2 #Prabhas #ranadaggubati #Saaho #Prabhas19 #JaiLavakusa… https://t.co/pA0H9zgBpz",0,
"@CatchNews @SpiceSocial1 @BaahubaliMovie  10 movies
#Bahubali2 
#contest",0,
 Producers @arkamediaworks r planning a Special screening to the #TelanganaGovernment and requested for 5 shows a day.. #Bahu…,0,
This is the first time ever for a film there im the state superb #Bahubali2,1,
#Prabhas19 #Sahoo Official Press Note.Teaser from 28th #Bahubali2 � https://t.co/49ObKbzHxE,0,
"@takeiteasyndeep This was the trailer of #Bahubali2 at the start of the film. #Noor was horrible, with no story or… https://t.co/W3oAKorQni",0,
 #Bahubali2 Trichy La Cinemas SonaMina Cinemas Booking Starts. 10 Shows Per Day @ssrajamouli #Prabhas https://t.co/ja0gtNKy…,0,
 Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,1,
 Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0,
"Not sure if Pokiri is South India IH 
But i wish this date will be lucky for Prabhas darling as well
Cheers to… https://t.co/25Rcn9yKIi",0,
@MargheNick @livedreamdiscov #Bahubali2 Need such BIG Theatres to Release the Movie @ssrajamouli @RanaDaggubati,0,
200RS Ticket Effect gattiga undi #Bahubali2  Especially weekdays weak online advance booking #guntur,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/Mxgxis2Guz,0,
https://t.co/F6S3nkoKCo  plzz i want  bahubali2 songs in english subties plzz @ssrajamouli �❤️ #prabhas,1,
"Yay...got tckts 4mst awaitd Telugu � @ssrajamouli @RanaDaggubati..not4 WKKB,to knw how ferociously Bhallaladeva was killed #Bahubali2",1,
"@VishekC @karanjohar @ssrajamouli @bookmyshow 
When will advance booking open for #Bahubali2 in Delhi/NCR",0,
"#VattalNagaraj #rcb 49/10. Curse of #tamizhan �. History in t20. 
#KKRvRCB #Bahubali2 #superstarsathyaraj",0,
 Kattappa killed bahubali because he supported karnataka in Kaveri water issue. #Bahubali2 #BahubaliTheConclusion,0,
"Watch -- https://t.co/favTT2LOGg 

#2point0 #Baahubali2 #Bahubali2 #Shankar #Rajamouli #Prabhas19 #Saaho… https://t.co/BleIEFxivw",0,
"Day1 - World Wide 10,000 shows ���
#Bahubali2",0,
" #GoodNews fr #Karnataka people, #Bahubali2 All Set To Release #State Theater @ssrajamouli #prabhas #AnushkaShetty 

https://t.…",1,
