tweet,label
The darling star #Prabhas next will be #Saaho. Teaser out with #Bahubali2 https://t.co/1AnPe89Qpz,0
"The World of Baahubali Press Meet Photos..https://t.co/Z9HAiw03au
\#Baahubali2 #bahubali2 #Prabhas #Anushka… https://t.co/iqEg7f13sA",0
"@JioMusicHD  
A3) IS FIVE SONGS IN BAHUBALI 2 ALBUM

  #Bahubali2 #JioMusic .",0
"@JioMusicHD @BuzzingTracks and 9 others
#Bahubali2 #JioMusic
3) Five",0
 Surely after #Bahubali2 and #Sahoo teaser #Prabhas will be trending so great at the social media,0
"#RebelStar #prabhas #Prabhas19 #Prabhas19Title #Saaho 
Teaser On 28th along with #Bahubali2 

Officially Confirmed�… https://t.co/T3sD7zdEAN",0
" #SaahoreBaahubali
Every Indian is waiting for #Bahubali2 the movie of #prabhas and #Rajamouli 
https://t.co/i32bSxS82O",1
Mny has been deducted a week ago but still no reply abt d tickets @CarnivalCine . Eagerly waiting for bahubali2.Give us our tckts ASAP.,1
@ssrajamouli atleast one show of tamil version #Hyderabad please?? #bahubali2,1
" #Bahubali2 ALL SET 4 AM show in URVASHI theatre, Bangalore.. ����

@AnilKumaKasina @urstruly_murali @nikesshh @Nikesh_Rox",1
#baahubali2 2 Movie #HamsaNaava Song Teaser Date | #Bahubali2 Promo Songs | #Prabhas | #Anushka https://t.co/RUIPXWQGJ5,0
"This is Sooo Cool ��
#Bahubali2 ka Fever is Actually High in Pune https://t.co/gJei1wkDAv",1
" Cast of #Bahubali2 will be in #Dubai this week. Here's where you can meet @RanaDaggubati, Prabhas, #AnushkaShetty - https…",0
@ImMKR @ssrajamouli Finally katappa saves bahubali2 release issue but we tamilians won't see your flims sir,0
" #Bahubali2 from April 28 
@ssrajamouli @arkamediaworks @Me_Prabhas @Anushka_ASF @RanaDaggubati @tamannaahspeaks @mmkeera…",0
"1 week 4 da release of #BahubaliTheConclusion. Here's my review on #BahubaliTheBeginning. https://t.co/tAsO770PFI

#Bahubali2",0
And I'm just waiting for its release #Bahubali #PrideofTeluguCinema #Bahubali2 @ Blackman… https://t.co/E1I5rZLGj9,1
" Get ready for the big one - #BahubaliWithFC contest coming soon. Time to get free tickets.Are u guys ready ?
 #Bahubali2  #…",0
"Magnificent ""Athirappilly Falls"" aka #Baahubali falls, beautiful #nature, #beautiful #Kerala. #India #Bahubali2… https://t.co/V9m2IGowmS",0
#Bahubali2 fever in #UK @ssrajamouli @RanaDaggubati @tamannaahspeaks @Shobu_ https://t.co/gb1ODzCKfa,1
"@CatchNews @BaahubaliMovie @SpiceSocial1 #Bahubali2 

A5).  Around 450 Crores....",0
"BT NEWS #2 Official- Jio free,Airtel, Bahubali2,Bsnl,Moto c,iPhone 8, Snapchat,HindiRail, Creditcard: https://t.co/zep7GBRNmv via",0
Book #Bahubali2 tickets at @TicketNew . Book here: https://t.co/hFLGqgA47w #Bahubali2 advance #Bahubali2 #Bahubali2… https://t.co/pn1f1hGDYV,0
"#Prabhas next film is titled as #Saaho, The first look teaser will be screened along with #Bahubali2",0
" #Bahubali2 Censor Certificate. 

Movie Running Time : 170 Mins 51 Seconds https://t.co/RfgXUm8q2R",0
Check my funny video for team @BaahubaliMovie RT if you like my effort. � https://t.co/FJa36v2iMm Will watch #Bahubali2 Day 1. � #Baahubali2,1
I liked a @YouTube video https://t.co/L6t8xCf8bj Baahubali 2 Expectations | Interesting Group Keen On Bahubali2? | Talkies Raja |,1
Indian box office history will be re-written on this Friday..A biggest ever day 1 collection is on cards (in All Languages)... #Bahubali2,1
poster design of #baahubali2 @PrabhasRaju @PrabhaBaahubali @Me_Prabhas @nicepk4u @imrebelstar @prasad_darling… https://t.co/Ngfzgi8IFB,0
#prabhas #saho #firstlook Teaser will be screening with #Bahubali2 on 28th . https://t.co/udbXyw0qgp,0
IMAX screens list and showtimes for the epic #Bahubali2 in USA https://t.co/o7pCJb7nPi,0
" FILMY CONTEST begins! Win tickets to the movie!
#bahubali2 #devasena #bhallaladeva #Kartabed #buymattressonlline #winmovietic…",0
"No matter what it is.
I'm with you Bhalla(@RanaDaggubati)�
I know it's Bahubali who started it. �
#Bahubali2",1
" Top 5 theatrical rights! 

2.O - 60Cr
#Thalapathy61 - 52Cr 
#Vivegam - 48Cr
#Bahubali2 - 46Cr 
#TSK - 40Cr
Followed by #Velai…",0
"Today we saw this on Internet.

#ShadowofMordor #Bahubali2 

wrong on whom ?? Confused. @BaahubaliMovie https://t.co/D9lqyVv5XW",0
#Bahubali2 bookings open at both @LaCinemas and @sonaminacinemas � 10 shows per day in each theater ☺�,0
"Crazy crowd of photographers around Anushka, Rana, and Rajamouli. #Bahubali2 Game launch with #Oppo #SelfieExpert https://t.co/nYzaR7vhFr",1
"Day 1 cr + gross vachhe one and only town Ap/tg
Bhimavaram #Bahubali2 
Benfit show 1am sold for 33.87lakhs 
Phenomenonial opening ..",0
"@CatchNews @SpiceSocial1 @BaahubaliMovie  10 movies
#Bahubali2 
#contest",0
 Producers @arkamediaworks r planning a Special screening to the #TelanganaGovernment and requested for 5 shows a day.. #Bahu…,0
This is the first time ever for a film there im the state superb #Bahubali2,1
#Prabhas19 #Sahoo Official Press Note.Teaser from 28th #Bahubali2 � https://t.co/49ObKbzHxE,0
"@takeiteasyndeep This was the trailer of #Bahubali2 at the start of the film. #Noor was horrible, with no story or… https://t.co/W3oAKorQni",0
 #Bahubali2 Trichy La Cinemas SonaMina Cinemas Booking Starts. 10 Shows Per Day @ssrajamouli #Prabhas https://t.co/ja0gtNKy…,0
 Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,1
 Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
@MargheNick @livedreamdiscov #Bahubali2 Need such BIG Theatres to Release the Movie @ssrajamouli @RanaDaggubati,0
https://t.co/F6S3nkoKCo  plzz i want  bahubali2 songs in english subties plzz @ssrajamouli �❤️ #prabhas,1
"Yay...got tckts 4mst awaitd Telugu � @ssrajamouli @RanaDaggubati..not4 WKKB,to knw how ferociously Bhallaladeva was killed #Bahubali2",1
"@VishekC @karanjohar @ssrajamouli @bookmyshow 
When will advance booking open for #Bahubali2 in Delhi/NCR",1
 Kattappa killed bahubali because he supported karnataka in Kaveri water issue. #Bahubali2 #BahubaliTheConclusion,0
"Day1 - World Wide 10,000 shows ���
#Bahubali2",0
" #Good News for #Karnataka people, #Bahubali2 All Set To Release #State Theater @ssrajamouli #prabhas #AnushkaShetty 

https://t.…",1
2546966910,who cares what some stupid git writes. My daughter went to see Wonder Woman and emerged wanting to take on the worl… https://t.co/jlAuo8VBaC,0
787576855,"@JULEZ_91 Yeah, but take Pine away from Wonder Woman and that movie would be no where near as good as it turned out… https://t.co/Fu2TvLTDPV",0
30380016,CatherineDeveny,Catherine Deveny,@brodjamesg More female characters. Less males. Wonder Woman wearing the same amount of clothes as all the other superheroes.,0
30380016,@brodjamesg More female characters. Less males. Wonder Woman wearing the same amount of clothes as all the other superheroes.,0
39807785,AListRap,Angry Gym Bro,"""Watching Wonder Woman in Gaza"" https://t.co/mjQkLKUMC6",1
39807785,"""Watching Wonder Woman in Gaza"" https://t.co/mjQkLKUMC6",1
81316810,jaypizzacruz,Jaypee Cruz,Definitely me after watching Wonder Woman ��� https://t.co/37ATleUkTE,1
81316810,Definitely me after watching Wonder Woman ��� https://t.co/37ATleUkTE,1
22038005,Freshcapade,Taco,Marvel so petty..they dropped the Black Panther trailer on DC and folks basically forgot Wonder Woman�,0
22038005,Marvel so petty..they dropped the Black Panther trailer on DC and folks basically forgot Wonder Woman�,0
44745473,MDuesterhoft,Martha Duesterhoft, 2 Wonderful Lessons From Wonder Woman https://t.co/6fG4uw3x2O @MDuesterhoft via @People_Results,1
44745473, 2 Wonderful Lessons From Wonder Woman https://t.co/6fG4uw3x2O @MDuesterhoft via @People_Results,1
502825072,revelo666,Darwin Revelo," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
502825072," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
1847158776,sophlynne,Sophie Jackson,"Looking for someone to write about Gal Gadot being anti-Palestine &amp; what that means to Wonder Woman's success, let me know if interested!",1
1847158776,"Looking for someone to write about Gal Gadot being anti-Palestine &amp; what that means to Wonder Woman's success, let me know if interested!",1
41209973,JAMUSA24,Joel,@OhNoSheTwitnt @PoorMadGirl_ Is Gal Gadot's Wonder Woman American? She even works in France.,0
41209973,@OhNoSheTwitnt @PoorMadGirl_ Is Gal Gadot's Wonder Woman American? She even works in France.,0
3391379543,dez_dillanger,Dez Dillanger," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
3391379543," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
734919893431275520,buffetlemon1,Agustin Garcia,"#BoxOfficeResults 
Number 1:Wonder Woman 
#StartingFinalGrade:A++ https://t.co/u7IuUinAWh",0
734919893431275520,"#BoxOfficeResults 
Number 1:Wonder Woman 
#StartingFinalGrade:A++ https://t.co/u7IuUinAWh",0
265148636,Butterflys_Calm,Fiery ��♥,I'm gonna watch Wonder Woman again on the Firestick this time,1
265148636,I'm gonna watch Wonder Woman again on the Firestick this time,1
12027472,zhaun,Zhaun,Bought a ticket for Wonder Woman and 5 minutes into the film I realize I'm in the wrong theater. I hope The Mummy is good.���,0
12027472,Bought a ticket for Wonder Woman and 5 minutes into the film I realize I'm in the wrong theater. I hope The Mummy is good.���,0
71000873,WindxPeace,Go Getta Gail,The woman who hit me ran the stop sign and crashed into me. Stevie wonder could see that I was in the right. Car mash up but I right.,0
71000873,The woman who hit me ran the stop sign and crashed into me. Stevie wonder could see that I was in the right. Car mash up but I right.,0
1535530243,gbilivingbread,LivingBread Church,I liked a @YouTube video https://t.co/8GHsSplqdY Wonder Woman - Tina Guo,0
1535530243,I liked a @YouTube video https://t.co/8GHsSplqdY Wonder Woman - Tina Guo,0
618225273,QuantumPhysics9,Quantum Physics,"Before 'Wonder Woman', Gal Gadot had a fair try at quantum theory - Blasting News https://t.co/wkCZh0rBoq",0
618225273,"Before 'Wonder Woman', Gal Gadot had a fair try at quantum theory - Blasting News https://t.co/wkCZh0rBoq",0
249802850,DefJustice,Joey Glasses, #BLACKpanther �critics huh?�� I wonder what the demographics were� #BlackPantherSoBlack about fckn time. Now let's sho…,1
249802850, #BLACKpanther �critics huh?�� I wonder what the demographics were� #BlackPantherSoBlack about fckn time. Now let's sho…,1
112258496,futuregraphics,future graphics," Angry about 'Wonder Woman,' a man wrote Austin's mayor a letter. Huge mistake. https://t.co/zpnRKjVeOP https://t.co/1XkGaOmF0b",0
112258496," Angry about 'Wonder Woman,' a man wrote Austin's mayor a letter. Huge mistake. https://t.co/zpnRKjVeOP https://t.co/1XkGaOmF0b",0
806330450490912768,lukesmagnus,shadowhunnie," When a white man comments on an article criticizing Wonder Woman not having many WoC in it with ""culture changes in step…",0
806330450490912768," When a white man comments on an article criticizing Wonder Woman not having many WoC in it with ""culture changes in step…",0
95617021,LizCohen33,Anabel �, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
95617021, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
356602583,anndrea_rg,✨fractúbela✨, Wonder Woman was unbelievable. Women are so fucking awesome and girl power runs this goddam universe I am PUMPED,1
356602583, Wonder Woman was unbelievable. Women are so fucking awesome and girl power runs this goddam universe I am PUMPED,1
153809983,maximastellae,�Angie �,"When a white man comments on an article criticizing Wonder Woman not having many WoC in it with ""culture changes in steps""......",0
153809983,"When a white man comments on an article criticizing Wonder Woman not having many WoC in it with ""culture changes in steps""......",0
3405896213,ZinRodz,Zinnia Rodriguez, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
3405896213, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
48714547,SamlSamuel,Samuel™, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
48714547, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
38258554,djravenwolf,Best Of Hair Radio,‘Wonder Woman’ Whops Tom Cruise’s ‘The Mummy’ Back To The Stone Ages – Sunday AM Postmortem https://t.co/PJIPH0rzLa via @deadline,1
38258554,‘Wonder Woman’ Whops Tom Cruise’s ‘The Mummy’ Back To The Stone Ages – Sunday AM Postmortem https://t.co/PJIPH0rzLa via @deadline,1
2546966910,helsouth,Helen South,who cares what some stupid git writes. My daughter went to see Wonder Woman and emerged wanting to take on the worl… https://t.co/jlAuo8VBaC,0
2546966910,who cares what some stupid git writes. My daughter went to see Wonder Woman and emerged wanting to take on the worl… https://t.co/jlAuo8VBaC,0
213468892,ChronoZero,Jeff Witkavitch, Twenty-three years. It's been twenty-three years since a female superhero has anchored her own movie https://t.co/LS9w7JpzRd,0
213468892, Twenty-three years. It's been twenty-three years since a female superhero has anchored her own movie https://t.co/LS9w7JpzRd,0
44745473,MDuesterhoft,Martha Duesterhoft,2 Wonderful Lessons From Wonder Woman #WonderWoman https://t.co/Lq0eOhuwLn via @People_Results @mduesterhoft,1
44745473,2 Wonderful Lessons From Wonder Woman #WonderWoman https://t.co/Lq0eOhuwLn via @People_Results @mduesterhoft,1
38258554,djravenwolf,Best Of Hair Radio,‘Wonder Woman’ Whops Tom Cruise’s ‘The Mummy’ Back To The Stone Ages – Sunday AM Postmortem https://t.co/lWO8I4F60k,1
38258554,‘Wonder Woman’ Whops Tom Cruise’s ‘The Mummy’ Back To The Stone Ages – Sunday AM Postmortem https://t.co/lWO8I4F60k,1
127680123,Rantaramic,Avinash Gavai,Report: More Americans Willing To Accept Female Wonder Woman https://t.co/8YxK6JPLQH via @theonion,0
127680123,Report: More Americans Willing To Accept Female Wonder Woman https://t.co/8YxK6JPLQH via @theonion,0
3301152631,hamluo,罗喆," #WonderWoman - Whips, bondage and S&amp;M! The shocking sex games hidden in plain sight all along: https://t.co/6hZdjsyYJw h…",0
3301152631," #WonderWoman - Whips, bondage and S&amp;M! The shocking sex games hidden in plain sight all along: https://t.co/6hZdjsyYJw h…",0
21386707,artrossi,arturo rossi,I liked a @YouTube video https://t.co/JN4U4lHl1d Gal Gadot Auditioned for Wonder Woman Without Knowing It,0
21386707,I liked a @YouTube video https://t.co/JN4U4lHl1d Gal Gadot Auditioned for Wonder Woman Without Knowing It,0
3792670812,mortred01,QWERTY, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
3792670812, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
1105483045,MiNayeonism,marky," My little brother showed this to me and said he didn't get it

Me: Supergirl spies Wonder Woman's bra. Supergirl is gaying o…",1
1105483045," My little brother showed this to me and said he didn't get it

Me: Supergirl spies Wonder Woman's bra. Supergirl is gaying o…",1
1154615816,Eddie_of_Tarth,Eddie Palomo, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
1154615816, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
859901710537457664,BenjRichman,Benjamin R.Richman," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
859901710537457664," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
81328323,flickeringmyth,Flickering Myth, Here's this weekend's edition of The Week in Spandex... https://t.co/tEOAww0DXW https://t.co/aSwDRXpWE8,0
81328323, Here's this weekend's edition of The Week in Spandex... https://t.co/tEOAww0DXW https://t.co/aSwDRXpWE8,0
849681277238333441,amaras_cine,Amarás el Cine, Wonder Woman’s top animated voice talks about being the bridge between Lynda Carter and Gal Gadot https://t.co/MYcLQQ5…,0
849681277238333441, Wonder Woman’s top animated voice talks about being the bridge between Lynda Carter and Gal Gadot https://t.co/MYcLQQ5…,0
782255152124362752,phun_wang,"Phun, Cicada Master", Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
782255152124362752, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
136618449,thefairersix,Hannah M," Women Are Loving That Sex Joke In ""Wonder Woman,"" And Here Are Even More Reasons To Love It https://t.co/IWeY9UQkib",0
136618449," Women Are Loving That Sex Joke In ""Wonder Woman,"" And Here Are Even More Reasons To Love It https://t.co/IWeY9UQkib",0
1608064230,TheLondonCorset,The London Corset Co,"LOVE the look of #WonderWoman star @GalGadot! Symbol of Strength &amp; Empowerment!
More at https://t.co/4kB4u1er4Z… https://t.co/a0fdjQZ1Zw",0
1608064230,"LOVE the look of #WonderWoman star @GalGadot! Symbol of Strength &amp; Empowerment!
More at https://t.co/4kB4u1er4Z… https://t.co/a0fdjQZ1Zw",0
2195403324,Sara13Beth,⋆ s a r a  ⋆,I saw Wonder Woman for the third time last night. My reactions were pretty much the exact same as the first time.,1
2195403324,I saw Wonder Woman for the third time last night. My reactions were pretty much the exact same as the first time.,1
873644477436637184,DCcomicsCol,DCComics Colombia," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
873644477436637184," Batman, Wonder Woman, &amp; Superman wage a new war on crime in Frank Miller's BATMAN: THE DARK KNIGHT STRIKES AGAIN! https://t.c…",0
21071884,frogposse,Jason, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
21071884, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
2583054258,LuisGuillermoMZ,Luis Guillermo, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
2583054258, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
2903937671,Movie_News_TV,Movie News,"Wonder Woman Wraps Up The Mummy - Box Office Breakdown for June 11th, 2017 https://t.co/6TkcHPuHR4 https://t.co/h7tNaDtQEP",0
2903937671,"Wonder Woman Wraps Up The Mummy - Box Office Breakdown for June 11th, 2017 https://t.co/6TkcHPuHR4 https://t.co/h7tNaDtQEP",0
1114411748,gary_hasty,Gary Hasty, What does it take for Wonder Woman's bracelets to deflect a bullet? We whipped up a physics lesson to find out https://t.co/4HWI…,1
1114411748, What does it take for Wonder Woman's bracelets to deflect a bullet? We whipped up a physics lesson to find out https://t.co/4HWI…,1
42518865,FPWellman,Fred Wellman,Progress! | Report: More Americans Willing To Accept Female Wonder Woman https://t.co/7TO9tBByUH via @theonion,0
42518865,Progress! | Report: More Americans Willing To Accept Female Wonder Woman https://t.co/7TO9tBByUH via @theonion,0
17895820,Daily_Express,Daily Express,"#WonderWoman - Whips, bondage and S&amp;M! The shocking sex games hidden in plain sight all along:… https://t.co/LL3ZU5tpfs",0
17895820,"#WonderWoman - Whips, bondage and S&amp;M! The shocking sex games hidden in plain sight all along:… https://t.co/LL3ZU5tpfs",0
771720744724271104,tmsupergrateful,Gemma | TS Grateful,"""It's not what you deserve, it's what you believe. And I believe in love."" - Wonder Woman ❤️ Have a great week, uni… https://t.co/51w34JQ2Oy",0
771720744724271104,"""It's not what you deserve, it's what you believe. And I believe in love."" - Wonder Woman ❤️ Have a great week, uni… https://t.co/51w34JQ2Oy",0
4775405215,Dynamic_Duel,Dynamic Duel Podcast,"""WONDER WOMAN Limited Edition Blu-ray Gift Set Revealed"" https://t.co/5L1ajr49OJ",1
4775405215,"""WONDER WOMAN Limited Edition Blu-ray Gift Set Revealed"" https://t.co/5L1ajr49OJ",1
708003547,Trivilar,Trivilar, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
708003547, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
943992284,Asesinooriamend,Asesinooriamendi, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
943992284, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
3319011148,MrMonttu,Mr.Monttu, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
3319011148, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
113067228,barbara_vit,barbara, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
113067228, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
66041372,anggo12,Tian,Watching Wonder Woman — https://t.co/yZdyn3vrf2,1
66041372,Watching Wonder Woman — https://t.co/yZdyn3vrf2,1
818246291914272768,momofturdlers,NaptimeNancyDrew, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
818246291914272768, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
2413548252,thearcherMC1R,Gay for justice," Going to my second ""Wonder Woman"" viewing tonight. Decided to wear the only #WonderWoman shirt I own. https://t.co/xRQnZOTMPo",0
2413548252," Going to my second ""Wonder Woman"" viewing tonight. Decided to wear the only #WonderWoman shirt I own. https://t.co/xRQnZOTMPo",0
1283867089,HassonDxh,#JLO," The FIRST Woman To Receive The Billboard Icon Award! 

Recipients:
2011 - Neil Diamond
2012 - Stevie Wonder
2013... ht…",1
1283867089," The FIRST Woman To Receive The Billboard Icon Award! 

Recipients:
2011 - Neil Diamond
2012 - Stevie Wonder
2013... ht…",1
220628778,_EatBurpRepeat,Gaurav Deo, Chilling with wonder woman we had so much fun on set..! https://t.co/o8eFRPsmqB,1
220628778, Chilling with wonder woman we had so much fun on set..! https://t.co/o8eFRPsmqB,1
555143948,dustling,ezra, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
555143948, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
172454230,AhHaDesign,Amanda Huggins," "" ... a film where being a powerful, strong woman is not frowned upon. It’s super empowering to all ages and sexes."" htt…",0
172454230," "" ... a film where being a powerful, strong woman is not frowned upon. It’s super empowering to all ages and sexes."" htt…",0
765178901005946881,SAMLeeLoves_,�삼이❤️슈비�,"Third-wheeling with parents. Lol. �‍�‍�Watched the not so typical superhero movie, Wonder Woman.… https://t.co/hDIOY06Hdw",0
765178901005946881,"Third-wheeling with parents. Lol. �‍�‍�Watched the not so typical superhero movie, Wonder Woman.… https://t.co/hDIOY06Hdw",0
221626998,QuantumPhysView,Quantum Physics View,"Before 'Wonder Woman', Gal Gadot had a fair try at quantum theory - Blasting News https://t.co/vXcmoL5r7a",0
221626998,"Before 'Wonder Woman', Gal Gadot had a fair try at quantum theory - Blasting News https://t.co/vXcmoL5r7a",0
38889857,em_and_ems23,emily helene �," Women Are Loving That Sex Joke In ""Wonder Woman,"" And Here Are Even More Reasons To Love It https://t.co/IWeY9UQkib",0
38889857," Women Are Loving That Sex Joke In ""Wonder Woman,"" And Here Are Even More Reasons To Love It https://t.co/IWeY9UQkib",0
249078911,Jews_News,Jews News,NOT A PEEP FROM THE MEDIA AS USUAL! https://t.co/4wl0NGWm2N,1
249078911,NOT A PEEP FROM THE MEDIA AS USUAL! https://t.co/4wl0NGWm2N,1
70157370,Subaiii,✧Suzae✧,Tempted to watch wonder woman. But im broke,1
70157370,Tempted to watch wonder woman. But im broke,1
784109315028348928,jrcollector91,Jorge Royo, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
784109315028348928, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
177060269,gannysss,Gia carangi,I liked a @YouTube video https://t.co/VbbnstmR1E Gal Gadot Auditioned for Wonder Woman Without Knowing It,0
177060269,I liked a @YouTube video https://t.co/VbbnstmR1E Gal Gadot Auditioned for Wonder Woman Without Knowing It,0
553979104,jpwhite957,James P White, Win a date with James to see Wonder Woman!We'll buy the tickets/pop/popcorn/licorice and even supply the limo.Text us 957-95…,0
553979104, Win a date with James to see Wonder Woman!We'll buy the tickets/pop/popcorn/licorice and even supply the limo.Text us 957-95…,0
14299885,eldarmark,KiTA, With the critical and box office success of Wonder Woman . . . https://t.co/olP8lmy8Yk,0
14299885, With the critical and box office success of Wonder Woman . . . https://t.co/olP8lmy8Yk,0
2255410980,clexagronn,amands �, diana in wonder woman vs. diana in BvS https://t.co/MXyiTMs5EU,0
2255410980, diana in wonder woman vs. diana in BvS https://t.co/MXyiTMs5EU,0
2461416980,KlaineAreDads,Nichole, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
2461416980, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
169673336,Pipa_Cool,Pipa Cool, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
169673336, RT &amp; follow @OriginalFunko for the chance to win a @HotTopic exclusive Wonder Woman Pop! https://t.co/zVaKefiIam,0
2685721141,cxpricorn_x,Alex�️‍�, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
2685721141, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
2361437195,BANANAminionCMC,Chloe coyle, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
2361437195, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
